Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
34.132.17.254-51.210.97.41-10928-80-6,34.132.17.254,10928,51.210.97.41,80,6,18/03/2024 10:56:05 AM,130417,2,5,82.0,295.0,82.0,0.0,41.0,57.982756057296896,295.0,0.0,59.0,131.9280106724876,2890.7274358404193,53.673984219848634,21736.166666666668,42077.51532311131,105156.0,22.0,25091.0,25091.0,0.0,25091.0,25091.0,130417.0,32604.25,65114.505226690206,130276.0,22.0,0,0,0,0,64,176,15.335424062813896,38.33856015703474,0.0,295.0,47.125,104.18587441957487,10854.696428571426,0,1,0,0,0,0,0,0,2.0,53.857142857142854,41.0,59.0,0,0,0,0,0,0,2,82,5,295,-1,509,1,0,0,0,0,0,0,0,0,0,No Label
34.132.17.254-51.210.97.41-10928-80-6,34.132.17.254,10928,51.210.97.41,80,6,18/03/2024 10:56:06 AM,16098,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.23903590508137,16098.0,0.0,16098.0,16098.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,62.11951795254068,62.11951795254068,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,509,0,0,0,0,0,0,0,0,0,0,No Label
34.132.17.254-51.210.97.41-1228-80-6,34.132.17.254,1228,51.210.97.41,80,6,18/03/2024 10:56:07 AM,146900,2,5,42.0,289.0,42.0,0.0,21.0,29.698484809834994,289.0,0.0,57.8,129.24472909948784,2253.233492171545,47.65146358066712,24483.333333333332,43393.01064303636,106948.0,36.0,39667.0,39667.0,0.0,39667.0,39667.0,146900.0,36725.0,73300.00559799888,146675.0,36.0,0,0,0,0,64,176,13.614703880190605,34.036759700476516,0.0,289.0,41.375,101.12924898366447,10227.125,0,1,0,0,0,0,0,0,2.0,47.285714285714285,21.0,57.8,0,0,0,0,0,0,2,42,5,289,-1,509,1,0,0,0,0,0,0,0,0,0,No Label
34.132.17.254-51.210.97.41-1228-80-6,34.132.17.254,1228,51.210.97.41,80,6,18/03/2024 10:56:08 AM,56293,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.292594105839086,28146.5,21291.69228830813,43202.0,13091.0,13091.0,13091.0,0.0,13091.0,13091.0,0,0,0,0,0,0,0,0,0,64,32,35.528396070559396,17.764198035279698,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,509,0,0,0,0,0,0,0,0,0,0,No Label
37.65.64.144-51.210.97.41-55260-443-6,37.65.64.144,55260,51.210.97.41,443,6,18/03/2024 10:54:56 AM,75485164,17,22,1728.0,8198.0,383.0,0.0,101.64705882352942,155.85126771078515,2896.0,0.0,372.6363636363635,696.4372973146319,131.49603808239723,0.5166578163624311,1986451.6842105263,5130695.485072492,1.510407E7,0.0,6.0751605E7,3796975.3125,6716199.219618625,1.5104088E7,0.0,7.5485164E7,3594531.6190476194,6535454.653389353,1.51041E7,18.0,0,0,0,0,544,720,0.22520981738875206,0.2914479989736791,0.0,2896.0,248.14999999999992,539.2668123218735,290808.6948717948,0,1,0,0,0,0,0,0,1.0,254.51282051282053,101.6470588235294,372.6363636363636,0,0,0,0,0,0,17,1728,22,8198,-1,501,6,0,105086.6,234934.3828195439,525350.0,11.0,1.49919328E7,162958.9039702956,1.510407E7,1.4720094E7,No Label
37.65.64.144-51.210.97.41-55260-443-6,37.65.64.144,55260,51.210.97.41,443,6,18/03/2024 10:56:12 AM,4,3,1,24.0,0.0,24.0,0.0,8.0,13.856406460551018,0.0,0.0,0.0,0.0,6000000.0,1000000.0,1.3333333333333333,1.5275252316519468,3.0,0.0,1.0,0.5,0.7071067811865476,1.0,0.0,0,0,0,0,0,0,0,0,0,96,32,750000.0,250000.0,0.0,24.0,4.8,10.73312629199899,115.2,0,0,0,0,1,0,0,0,0.0,6.0,8.0,0.0,0,0,0,0,0,0,3,24,1,0,-1,249,1,0,0,0,0,0,0,0,0,0,No Label
37.65.64.144-51.210.97.41-55268-443-6,37.65.64.144,55268,51.210.97.41,443,6,18/03/2024 10:54:56 AM,76195139,14,16,786.0,5749.0,451.0,0.0,56.14285714285714,134.9671510706656,2896.0,0.0,359.31250000000006,777.0765486745819,85.76662613608461,0.3937259042207404,2627418.586206897,5746509.108325919,1.5104341E7,0.0,6.1519547E7,4732272.846153846,7181260.678187788,1.5104362E7,0.0,7.6195139E7,5079675.933333334,7267710.665170572,1.5104354E7,7.0,0,0,0,0,448,528,0.18373875530301217,0.2099871489177282,0.0,2896.0,210.80645161290317,578.1212340766618,334224.1612903225,0,1,0,0,0,0,0,0,1.0,217.83333333333334,56.142857142857146,359.3125,0,0,0,0,0,0,14,786,16,5749,-1,503,3,0,249900.2,558731.2250784808,1249389.0,13.0,1.49891072E7,191625.46202083895,1.5104341E7,1.4662144E7,No Label
37.65.64.144-51.210.97.41-55268-443-6,37.65.64.144,55268,51.210.97.41,443,6,18/03/2024 10:56:13 AM,3,3,1,24.0,0.0,24.0,0.0,8.0,13.856406460551018,0.0,0.0,0.0,0.0,8000000.0,1333333.3333333333,1.0,1.0,2.0,0.0,1.0,0.5,0.7071067811865476,1.0,0.0,0,0,0,0,0,0,0,0,0,96,32,1000000.0,333333.3333333333,0.0,24.0,4.8,10.73312629199899,115.2,0,0,0,0,1,0,0,0,0.0,6.0,8.0,0.0,0,0,0,0,0,0,3,24,1,0,-1,249,1,0,0,0,0,0,0,0,0,0,No Label
37.65.64.144-51.210.97.41-53497-51821-17,37.65.64.144,53497,51.210.97.41,51821,17,18/03/2024 10:54:24 AM,114479189,18,1,2664.0,148.0,148.0,148.0,148.0,0.0,148.0,148.0,148.0,0.0,24.563416500094178,0.16596903040604175,6359954.944444444,3537756.957280442,2.0480066E7,5039877.0,1.08719845E8,6395285.000000001,3643361.7699243785,2.0480066E7,5039877.0,0,0,0,0,0,0,0,0,0,144,8,0.15723381827940797,0.008735212126633776,148.0,148.0,148.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,155.78947368421052,148.0,148.0,0,0,0,0,0,0,18,2664,1,148,-1,-1,18,0,0,0,0,0,6359954.944444444,3537756.957280442,2.0480066E7,5039877.0,No Label
37.65.64.144-51.210.97.41-54130-443-6,37.65.64.144,54130,51.210.97.41,443,6,18/03/2024 10:54:26 AM,110022880,23,13,1881.0,819.0,171.0,0.0,81.78260869565217,87.33892005584761,171.0,54.0,63.0,32.449961479175904,24.5403501526228,0.32720466870163734,3143510.8571428577,4697355.906189354,9988806.0,2748.0,1.1000403E8,5000183.181818182,5099178.283853526,9988806.0,15146.0,1.10008028E8,9167335.666666666,2885622.1772001814,1.0007844E7,4262.0,0,1,0,0,736,416,0.20904742722604608,0.11815724147559126,0.0,171.0,77.59459459459461,73.09638213400908,5343.081081081081,0,0,0,1,1,0,0,0,0.0,79.75,81.78260869565217,63.0,0,0,0,0,0,0,23,1881,13,819,-1,501,11,0,18228.727272727272,1613.6979947257228,19939.0,15146.0,9982122.727272728,3167.8406869949645,9988806.0,9978247.0,No Label
51.210.97.41-92.222.184.1-0-0-0,92.222.184.1,0,51.210.97.41,0,0,18/03/2024 10:54:30 AM,105492175,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15167001723113585,7032811.666666667,7851672.944789643,1.6535853E7,25.0,8.9827988E7,1.4971331333333332E7,1719617.6230380598,1.6535882E7,1.2827938E7,1.05492175E8,1.3186521875E7,5528118.769168985,1.6535883E7,40.0,0,0,0,0,0,0,0.06635563253862194,0.08531438469251391,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,9,0,-1,-1,0,0,30.857142857142858,5.843188953205018,40.0,25.0,1.5070275714285713E7,1591481.5314346475,1.6535853E7,1.28279E7,No Label
167.114.37.1-51.210.97.41-0-0-0,167.114.37.1,0,51.210.97.41,0,0,18/03/2024 10:54:30 AM,94503339,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0846530935801115,1.3500477E7,1.6840514535595104E7,3.1933434E7,29.0,6.3553912E7,3.1776956E7,221334.322006326,3.1933463E7,3.1620449E7,9.4503339E7,2.362583475E7,1.5755885932377554E7,3.193347E7,29.0,0,0,0,0,0,0,0.03174491009254181,0.052908183487569684,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,5,0,-1,-1,0,0,31.333333333333332,4.041451884327381,36.0,29.0,3.1501069666666668E7,502773.85443590174,3.1933434E7,3.0949362E7,No Label
51.210.97.41-92.222.186.1-0-0-0,92.222.186.1,0,51.210.97.41,0,0,18/03/2024 10:54:22 AM,119586689,8,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15051842433734408,7034511.117647059,8023480.793114972,2.0859701E7,18.0,1.08497617E8,1.549965957142857E7,3332122.419128528,2.085973E7,1.0900297E7,1.19586689E8,1.3287409888888888E7,5939946.616799103,2.085973E7,30.0,0,0,0,0,0,0,0.06689707748326404,0.08362134685408006,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,8,0,10,0,-1,-1,0,0,30.75,7.025463889106743,43.0,18.0,1.4948301625E7,3456671.109364943,2.0859701E7,1.0900264E7,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,18/03/2024 10:54:22 AM,106240014,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09412649362037923,1.1804446E7,1.4000854653590491E7,2.7132032E7,14.0,1.06239998E8,1.327999975E7,1.4199742501034101E7,2.7132032E7,14.0,0,0,0,0,0,0,0,0,0,0,0,0.0847138442583413,0.009412649362037923,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,9,0,1,0,-1,-1,0,0,18.5,2.886751345948128,21.0,16.0,2.65599815E7,434161.040405132,2.7132032E7,2.6115933E7,No Label
139.99.1.148-51.210.97.41-0-0-0,139.99.1.148,0,51.210.97.41,0,0,18/03/2024 10:54:52 AM,82501200,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07272621489141977,1.650024E7,2.274535823457362E7,4.4957303E7,29.0,3.7543814E7,3.7543814E7,0.0,3.7543814E7,3.7543814E7,8.25012E7,2.75004E7,2.4102747469412778E7,4.4957332E7,38.0,0,0,0,0,0,0,0.024242071630473254,0.04848414326094651,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,4,0,-1,-1,0,0,33.5,6.363961030678928,38.0,29.0,4.1250544E7,5242148.850248531,4.4957303E7,3.7543785E7,No Label
213.186.33.99-51.210.97.41-53-54172-17,51.210.97.41,54172,213.186.33.99,53,17,18/03/2024 10:55:10 AM,10536,0,2,0.0,163.0,0,0,0,0,109.0,54.0,81.5,38.890872965260115,15470.7668944571,189.82536066818525,10536.0,0.0,10536.0,10536.0,0,0,0,0,0,10536.0,10536.0,0.0,10536.0,10536.0,0,0,0,0,0,16,0.0,189.82536066818525,54.0,109.0,72.33333333333333,31.754264805429415,1008.3333333333333,0,0,0,0,0,0,0,0,0.0,108.5,0.0,81.5,0,0,0,0,0,0,0,0,2,163,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
178.33.248.195-51.210.97.41-46554-443-6,178.33.248.195,46554,51.210.97.41,443,6,18/03/2024 10:57:50 AM,47214,10,7,523.0,7405.0,252.0,0.0,52.300000000000004,88.48986131504307,4096.0,0.0,1057.857142857143,1729.1726758358006,167916.2960138942,360.0626932689457,2950.875,10365.52566845181,41738.0,2.0,46789.0,5198.777777777777,13888.155194065353,42130.0,2.0,46784.0,7797.333333333334,16864.70325462819,42158.0,48.0,0,0,0,0,320,240,211.8015842758504,148.26110899309526,0.0,4096.0,440.44444444444446,1147.3664075623856,1316449.6732026145,0,1,0,0,0,0,0,0,0.0,466.3529411764706,52.3,1057.857142857143,0,0,0,0,0,0,10,523,7,7405,-1,507,4,0,0,0,0,0,0,0,0,0,No Label
178.33.248.195-51.210.97.41-46562-443-6,178.33.248.195,46562,51.210.97.41,443,6,18/03/2024 10:57:50 AM,47436,7,8,668.0,7557.0,420.0,0.0,95.42857142857143,156.2304463955486,4096.0,0.0,944.625,1665.733981291302,173391.51699131462,316.2155325069568,3388.285714285714,11408.829134480902,42970.0,14.0,4057.0,676.1666666666667,1068.3406604012912,2786.0,14.0,47436.0,6776.5714285714275,16126.56497684429,43298.0,46.0,0,0,0,0,224,272,147.56724850324647,168.64828400371027,0.0,4096.0,514.0625,1225.921393279357,1502883.2625000002,0,1,0,0,0,0,0,0,1.0,548.3333333333334,95.42857142857143,944.625,0,0,0,0,0,0,7,668,8,7557,-1,505,3,0,0,0,0,0,0,0,0,0,No Label
178.33.248.195-51.210.97.41-46562-443-6,178.33.248.195,46562,51.210.97.41,443,6,18/03/2024 10:57:50 AM,124,2,1,23.0,0.0,23.0,0.0,11.5,16.263455967290593,0.0,0.0,0.0,0.0,185483.87096774194,24193.548387096773,62.0,86.2670273047588,123.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,64,32,16129.032258064515,8064.516129032258,0.0,23.0,5.75,11.5,132.25,0,0,0,0,1,0,0,0,0.0,7.666666666666667,11.5,0.0,0,0,0,0,0,0,2,23,1,0,-1,491,1,0,0,0,0,0,0,0,0,0,No Label
178.33.248.195-51.210.97.41-46568-443-6,178.33.248.195,46568,51.210.97.41,443,6,18/03/2024 10:57:50 AM,10422,7,8,1006.0,4755.0,758.0,0.0,143.71428571428572,278.0232090346141,4096.0,0.0,594.375,1420.7497957567537,552772.98023412,1439.2630972941852,744.4285714285714,1491.0345770270085,5050.0,11.0,4969.0,828.1666666666667,1386.6622395762663,3607.0,53.0,10422.0,1488.857142857143,2088.591664940072,5461.0,34.0,0,0,0,0,224,272,671.6561120706198,767.6069852235655,0.0,4096.0,360.0625,1016.2021103927441,1032666.7291666667,0,1,0,0,0,0,0,0,1.0,384.06666666666666,143.71428571428572,594.375,0,0,0,0,0,0,7,1006,8,4755,-1,503,3,0,0,0,0,0,0,0,0,0,No Label
37.65.64.144-51.210.97.41-53497-51821-17,37.65.64.144,53497,51.210.97.41,51821,17,18/03/2024 10:56:24 AM,115840091,18,1,2664.0,148.0,148.0,148.0,148.0,0.0,148.0,148.0,148.0,0.0,24.27484280895463,0.16401920816861237,6435560.611111111,3516764.9357294636,2.0481049E7,5039455.0,1.10079167E8,6475245.117647059,3620841.565212618,2.0481049E7,5039455.0,0,0,0,0,0,0,0,0,0,144,8,0.1553866182650012,0.008632589903611177,148.0,148.0,148.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,155.78947368421052,148.0,148.0,0,0,0,0,0,0,18,2664,1,148,-1,-1,18,0,0,0,0,0,6435560.611111111,3516764.9357294636,2.0481049E7,5039455.0,No Label
37.65.64.144-51.210.97.41-54130-443-6,37.65.64.144,54130,51.210.97.41,443,6,18/03/2024 10:56:26 AM,119998487,24,13,2052.0,819.0,171.0,0.0,85.5,87.33892005584761,171.0,54.0,63.0,32.449961479175904,23.92530165817841,0.30833722095179417,3333291.305555555,4767206.524077608,9987907.0,2506.0,1.19979609E8,5216504.739130435,5088024.466845969,9987907.0,18708.0,1.1000306E8,9166921.666666668,2885486.680288419,1.000835E7,4276.0,0,1,0,0,768,416,0.20000252169846108,0.10833469925333308,0.0,171.0,80.05263157894738,73.67677670283938,5428.267425320056,0,0,0,1,1,0,0,0,0.0,82.21621621621621,85.5,63.0,0,0,0,0,0,0,24,2052,13,819,-1,501,12,0,19034.08333333333,390.21450006452466,19879.0,18708.0,9980839.833333334,2799.4575719182303,9987907.0,9978201.0,No Label
51.210.97.41-92.222.184.1-0-0-0,92.222.184.1,0,51.210.97.41,0,0,18/03/2024 10:56:31 AM,104004046,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384016887189178,6933603.066666667,8740253.026690673,2.2655022E7,17.0,8.1864643E7,1.3644107166666668E7,6057978.125550485,2.265505E7,7596232.0,1.04004046E8,1.3000505750000002E7,7914836.316221829,2.2655066E7,29.0,0,0,0,0,0,0,0.06730507388145265,0.08653509499043913,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,9,0,-1,-1,0,0,29.857142857142854,8.071112509614592,44.0,17.0,1.4857686714285715E7,6394725.852513557,2.2655022E7,7596215.0,No Label
167.114.37.1-51.210.97.41-0-0-0,167.114.37.1,0,51.210.97.41,0,0,18/03/2024 10:56:35 AM,86792535,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09217382577891059,1.239893357142857E7,1.585354104941142E7,3.2875532E7,27.0,5.391694E7,2.695847E7,7059001.741751308,3.1949938E7,2.1967002E7,8.6792535E7,2.169813375E7,1.5285231156184616E7,3.2875599E7,36.0,0,0,0,0,0,0,0.03456518466709147,0.05760864111181912,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,5,0,-1,-1,0,0,44.333333333333336,19.85782801147531,67.0,30.0,2.8930791666666668E7,6048608.90641413,3.2875532E7,2.1966935E7,No Label
213.186.33.99-51.210.97.41-53-57363-17,51.210.97.41,57363,213.186.33.99,53,17,18/03/2024 10:56:22 AM,5744,0,2,0.0,163.0,0,0,0,0,109.0,54.0,81.5,38.890872965260115,28377.43732590529,348.18941504178275,5744.0,0.0,5744.0,5744.0,0,0,0,0,0,5744.0,5744.0,0.0,5744.0,5744.0,0,0,0,0,0,16,0.0,348.18941504178275,54.0,109.0,72.33333333333333,31.754264805429415,1008.3333333333333,0,0,0,0,0,0,0,0,0.0,108.5,0.0,81.5,0,0,0,0,0,0,0,0,2,163,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
213.186.33.99-51.210.97.41-53-41257-17,51.210.97.41,41257,213.186.33.99,53,17,18/03/2024 11:12:42 AM,5194,0,2,0.0,138.0,0,0,0,0,69.0,69.0,69.0,0.0,26569.118213323065,385.0596842510589,5194.0,0.0,5194.0,5194.0,0,0,0,0,0,5194.0,5194.0,0.0,5194.0,5194.0,0,0,0,0,0,16,0.0,385.0596842510589,69.0,69.0,69.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,103.5,0.0,69.0,0,0,0,0,0,0,0,0,2,138,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
213.186.33.99-51.210.97.41-53-58058-17,51.210.97.41,58058,213.186.33.99,53,17,18/03/2024 11:00:03 AM,6043,0,2,0.0,163.0,0,0,0,0,109.0,54.0,81.5,38.890872965260115,26973.357603839155,330.96144299189143,6043.0,0.0,6043.0,6043.0,0,0,0,0,0,6043.0,6043.0,0.0,6043.0,6043.0,0,0,0,0,0,16,0.0,330.96144299189143,54.0,109.0,72.33333333333333,31.754264805429415,1008.3333333333333,0,0,0,0,0,0,0,0,0.0,108.5,0.0,81.5,0,0,0,0,0,0,0,0,2,163,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
51.210.97.41-92.222.186.1-0-0-0,92.222.186.1,0,51.210.97.41,0,0,18/03/2024 10:56:36 AM,104363813,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15330984505136852,6957587.533333333,8114105.945882278,1.9322697E7,26.0,8.8205956E7,1.4700992666666668E7,4244496.602077879,1.9322727E7,7606247.0,1.04363813E8,1.3045476625E7,6396358.457657985,1.9322726E7,27.0,0,0,0,0,0,0,0.06707305720997374,0.0862367878413948,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,9,0,-1,-1,0,0,33.42857142857143,5.7404164441598615,41.0,26.0,1.490907857142857E7,3913608.980678527,1.9322697E7,7606210.0,No Label
51.210.97.41-79.124.58.158-46291-56201-6,79.124.58.158,56201,51.210.97.41,46291,6,18/03/2024 11:05:40 AM,52132,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.546228803805725,26066.0,36823.292737070646,52104.0,28.0,0,0,0,0,0,28.0,28.0,0.0,28.0,28.0,0,0,0,0,24,44,19.18207626793524,38.36415253587048,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
14.207.117.173-51.210.97.41-37632-445-6,14.207.117.173,37632,51.210.97.41,445,6,18/03/2024 11:01:27 AM,27,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,74074.07407407407,27.0,0.0,27.0,27.0,0,0,0,0,0,27.0,27.0,0.0,27.0,27.0,0,0,0,0,0,52,0.0,74074.07407407407,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
213.186.33.99-51.210.97.41-53-55101-17,51.210.97.41,55101,213.186.33.99,53,17,18/03/2024 10:58:19 AM,16565,0,2,0.0,163.0,0,0,0,0,109.0,54.0,81.5,38.890872965260115,9840.024147298522,120.73649260488983,16565.0,0.0,16565.0,16565.0,0,0,0,0,0,16565.0,16565.0,0.0,16565.0,16565.0,0,0,0,0,0,16,0.0,120.73649260488983,54.0,109.0,72.33333333333333,31.754264805429415,1008.3333333333333,0,0,0,0,0,0,0,0,0.0,108.5,0.0,81.5,0,0,0,0,0,0,0,0,2,163,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
213.186.33.99-51.210.97.41-53-36100-17,51.210.97.41,36100,213.186.33.99,53,17,18/03/2024 11:04:48 AM,5196,0,2,0.0,138.0,0,0,0,0,69.0,69.0,69.0,0.0,26558.891454965356,384.9114703618168,5196.0,0.0,5196.0,5196.0,0,0,0,0,0,5196.0,5196.0,0.0,5196.0,5196.0,0,0,0,0,0,16,0.0,384.9114703618168,69.0,69.0,69.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,103.5,0.0,69.0,0,0,0,0,0,0,0,0,2,138,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
51.210.97.41-116.115.33.42-23-2706-6,116.115.33.42,2706,51.210.97.41,23,6,18/03/2024 10:55:26 AM,28,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,71428.57142857143,28.0,0.0,28.0,28.0,0,0,0,0,0,28.0,28.0,0.0,28.0,28.0,0,0,0,0,0,52,0.0,71428.57142857143,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
213.186.33.99-51.210.97.41-53-46624-17,51.210.97.41,46624,213.186.33.99,53,17,18/03/2024 11:09:58 AM,5130,0,2,0.0,138.0,0,0,0,0,69.0,69.0,69.0,0.0,26900.584795321636,389.8635477582846,5130.0,0.0,5130.0,5130.0,0,0,0,0,0,5130.0,5130.0,0.0,5130.0,5130.0,0,0,0,0,0,16,0.0,389.8635477582846,69.0,69.0,69.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,103.5,0.0,69.0,0,0,0,0,0,0,0,0,2,138,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
213.186.33.99-51.210.97.41-53-57531-17,51.210.97.41,57531,213.186.33.99,53,17,18/03/2024 10:55:01 AM,5301,0,2,0.0,90.0,0,0,0,0,45.0,45.0,45.0,0.0,16977.92869269949,377.28730428221087,5301.0,0.0,5301.0,5301.0,0,0,0,0,0,5301.0,5301.0,0.0,5301.0,5301.0,0,0,0,0,0,16,0.0,377.28730428221087,45.0,45.0,45.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,67.5,0.0,45.0,0,0,0,0,0,0,0,0,2,90,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
213.186.33.99-51.210.97.41-53-38282-17,51.210.97.41,38282,213.186.33.99,53,17,18/03/2024 11:01:08 AM,5194,0,2,0.0,138.0,0,0,0,0,69.0,69.0,69.0,0.0,26569.118213323065,385.0596842510589,5194.0,0.0,5194.0,5194.0,0,0,0,0,0,5194.0,5194.0,0.0,5194.0,5194.0,0,0,0,0,0,16,0.0,385.0596842510589,69.0,69.0,69.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,103.5,0.0,69.0,0,0,0,0,0,0,0,0,2,138,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
139.99.1.148-51.210.97.41-0-0-0,139.99.1.148,0,51.210.97.41,0,0,18/03/2024 10:57:08 AM,87796784,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06833963303257212,1.75593568E7,2.40486960462235E7,4.4563117E7,22.0,4.3233618E7,4.3233618E7,0.0,4.3233618E7,4.3233618E7,8.7796784E7,2.9265594666666668E7,2.5353446053423595E7,4.4563151E7,22.0,0,0,0,0,0,0,0.02277987767752404,0.04555975535504808,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,4,0,-1,-1,0,0,28.0,8.48528137423857,34.0,22.0,4.38983505E7,940121.8001112941,4.4563117E7,4.3233584E7,No Label
